input_usi	input_name	input_structure	input_partial_structure	input_molecule_origin	input_original_molecule_name	input_original_molecule_structure	input_microbe_ncbi	input_microbe_name	input_microbe_DNARNA	input_microbial_community	input_microbial_community_description	input_biosynthesis_mibig	input_biosynthesis_genes	input_biosynthesis_description	input_source	input_activity	input_concentration_activity	input_phenotype_associated	input_phenotype_direction	input_concentration_phenotype	input_references	input_references_link	grant_agency	grant_number	input_comment	task	user	database_id	input_confirmation	input_confirmation_description	createtime	inchikey	compound_inchikey	npatlas_url
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114301	5-Hydroxyindole acetic acid	OC(=O)Cc1c[nH]c2ccc(O)cc12		Diet; Microbial metabolism of food molecules; Microbial metabolism of host-derived molecules; Microbial metabolism of microbial-derived molecules; Host	serotonin	C1=CC2=C(C=C1O)C(=CN2)CCN									Diet; Microbial; Host						32560627				"Biomarker based on literature search for: (banana); Found in foodMASST for: (corn,spleen, plant, cherry tomato, beef, cherry, spleen, honey, red lentil, walnut, beet)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-022e4173-0e06-4390-9ae1-b3a7385b228c	Not applicable		2025-01-30T23:16:13.952999	DUUGKQCEGZLZNO-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00011428705	5-Methoxyeugenol	COc1cc(CC=C)ccc1O		Diet											Diet						32560627				"Biomarker based on literature search for: (banana); Found in foodMASST for: (amaranth, anise, trout, kombucha, cranberry, tomato,honey, olive, honey, carrot, cloves, laurel, rosemary, vegetable/herb, lavender, artificial sweetener, meyer lemon, lemon, cassava flour, basil, herb/spice, nutmeg, cowpea, giant fennel, eye, cream cheese, chia, cherry tomato, apricot, wild rice, fruit, animal, meat, asparagus, plant, apple_cider, dill, chocolate mint, yellow squash, hazelnut, plantain, cocura, betel nut leaf, cardamom, red onion, sumac, white peach, greek basil, cashew, avocado, durum wheat semolina, complex, turkey dark meat, potato, banana, grain/grass, smoked paprika, fleshy fruit, saigon cinnamon, maple syrup, pear, hass avocado, dill flower, green squash, bloomy cheese, galia, shiitake mushroom, oregano, dragonfruit, moriche palm, white carrot, lapacho bark, sweet potato, honey_chestnut, rice, celery, egg_chicken)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-c7894500-9642-450e-bad3-3777178b052c	Not applicable		2025-01-30T22:37:10.468133	RRAFCDWBNXTKKO-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006673739	5-Methylfurfural	Cc1oc(C=O)cc1		Diet											Diet						36037681				Biomarker based on literature search for: (palm oil)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-402fdf3b-853b-4113-83e8-97bdb452af3a	Not applicable		2025-01-30T22:32:42.140691	OUDFNZMQXZILJD-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004697380	5-p-coumaroylquinic acid	O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H]1O)C(O)=O		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (anise, orange carrot, kale, kombucha, young sweet corn, cranberry, tomato, milk Oolong, cheese, vegetable_undetermined, napa cabbage, sparkling water, mustard, curly leaf lettuce, carrot, green pepper, cloves, laurel, globe artichoke, vegetable/herb, rosemary, jalapeno pepper, quince, cassis, plum, nasturtium leaf, yellow carrot, meyer lemon, curly parsley, apple, White tea, thai pepper, navel orange, lemon, cilantro, matcha green tea, Black tea, blenham apricot, herb/spice, carrot greens, Flavored Black tea, styrian golding hops, walnut, rhubarb, zuchini blossom, cherry tomato, yerba mate, apricot, seafood, watercress, fruit, saurkraut, animal, collard greens, cucumber, Matcha tea, asparagus, plant, salt, apple_cider,lime leaf, red romaine lettuce, hazelnut, vegetable, betel nut leaf, lizard arm, Pu'er tea, blueberry, timothy grass, grape tomato, nasturtium flower, pineapple, cauliflower, red onion, turmeric, mint, bean, cabbage, butter leaf lettuce, barlett pear, avocado, molasses, purple carrot, lime, winter onion, complex, green tomato, Oolong tea, corn, cherry, eggplant, spinach, clementine, Green tea, mineola orange, grain/grass, dandelion green, red lentil, romaine lettuce, coffee, onion, red leaf lettuce, artichoke, fleshy fruit, bok choy, tarragon, sage, miyaki mushroom, pear, garlic, brussel sprout, broccoli, steak, shiitake mushroom, oregano, ginger, thai eggplant, tea, white carrot, yogurt_cow, green curly baby romaine, kalamata, lime leaf, ground cherry, sweet potato, lacinato kale, lettuce, bay leaf, rice, heirloom lettuce, celery, white onion)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-01fda770-c4d8-4aee-9618-60f137505e76	Not applicable		2025-01-30T22:38:09.942460	BMRSEYFENKXDIS-QHAYPTCMSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005745497	9-Oxononanoic acid	OC(=O)CCCCCCCC=O		Diet; Host											Diet; Host							https://link.springer.com/article/10.1007/s10068-024-01615-y			Biomarker based on literature search for: (frying oil)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-d45dd1c8-cccb-4b9f-8c0e-e7af784be789	Not applicable		2025-01-30T22:15:42.225593	WLGDDELKYAWBBL-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683384	Acesulfame-K	CC1=CC(=O)N[S](=O)(=O)O1		Diet											Diet						34073913				"Biomarker based on literature search for: (diet soft drinks, yogurt, fish)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-0aeaedc2-c83a-45c0-94b5-20f0d732001e	Not applicable		2025-01-30T23:16:55.697842	YGCFIWIQZPHFLU-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00011428479	Adrenic acid	CCCCC\C=C/C/C=C\C\C=C/C/C=C\CCCCCC(O)=O		Diet; Host											Diet; Host						33815845				"Biomarker based on literature search for: (vegetable oils (corn, safflower, sunflower)); Found in foodMASST for: (turkish fig, poppy seed, trout, chicken, cranberry bean, ham, dark red meat, tomato, havarti cheese, dairy,mouse head, avocado, long grain brown rice, durum wheat semolina, heart, mouse, turkey, complex, animal, farro, corn, corn husk, plant, mouse body, fins, snail, african catfish, lizard body, lizard arm, mouse head, miyaki mushroom, Pu'er tea, blueberry, beef, shrimp, pear, spleen, honeydew melon, egg_chicken, mouse intestines, black orca bean)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-6c028d03-b2fa-4751-b584-b95675781730	Not applicable		2025-01-30T22:16:19.966453	TWSWSIQAPQLDBP-DOFZRALJSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720406	Agmatine	NCCCCNC(N)=N.O[S](O)(=O)=O		Diet; Unknown/Undefined; Host											Diet; Microbial; Host						22701114				"Biomarker based on literature search for: (cheese, soybean,meat and fish)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-7ba80ebd-c6ee-4f58-afc8-9c299b18f61e	Not applicable		2025-01-30T23:16:58.815192	PTAYFGHRDOMJGC-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006678327	alanine	C[C@H](N)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"			1671; 207291; 562; 1421; 319643	Arthrobacter oxydans; Pseudomonas dacunhae; Escherichia coli; Bacillus sphaericus; Clostridium sp. strain P2							Diet; Microbial; Host						36335142; 5867644; 8821781; 488097				"Biomarker based on literature search for: (lamb, poultry,beef)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-81bbe44d-2882-46b4-9165-ed57cb50e1f6	Confirmed		2025-01-30T23:23:07.331242	QNAYBMKLOCPYGJ-REOHCLBHSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005776677	Alitame	C[C@@H](NC(=O)[C@@H](N)CC(O)=O)C(=O)NC1C(C)(C)SC1(C)C		Diet											Diet						34073913				"Biomarker based on literature search for: (fish,Wine, beers, orange juices, apple juices, herbal tea, candied fruits, canned peaches)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-7cc89345-9b6a-4951-bd52-448e3b1baa48	Not applicable		2025-01-30T23:31:12.649120	IVBOUFAWPCPFTQ-SFYZADRCSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005743223	Allicin	C=CCS[S](=O)CC=C		Diet											Diet						36144849				"Biomarker based on literature search for: (Garlic, onion); Found in foodMASST for: (complex)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-0b49f7a4-1f06-4205-8561-ae25693ff179	Not applicable		2025-01-31T00:32:09.076117	JDLKFOPOAOFWQN-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012354583	Alliin	N[C@@H](C[S](=O)CC=C)C(O)=O		Diet											Diet						14969516				"Biomarker based on literature search for: (garlic); Found in foodMASST for: (plant,garlic tops, onion, cheese)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-994c1a60-0e4c-4bf9-9c50-c1babc351acb	Not applicable		2025-01-30T23:23:59.388813	XUHLIQGRKRUKPH-ITZCMCNPSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720877	Allulose	OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O		Diet											Diet						34339507				"Biomarker based on literature search for: (maple syrup, dried fruit, and brown sugar); Found in foodMASST for: (pomegranate)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-5c0dfab9-ee6e-4e62-b47b-60cace9d5d3b	Not applicable		2025-01-30T22:14:48.432574	LKDRXBCSQODPBY-JDJSBBGDSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006122435	alpha ketoglutaric acid	OC(=O)CCC(=O)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"											Diet; Microbial; Host						23578631; 21964641				Biomarker based on literature search for: (pork meat)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-5986726e-14ba-48e4-abcc-f3cd726be852	Not applicable		2025-01-30T22:16:22.673395	KPGXRSRHYNQIFN-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004683384	alpha-linolenic acid	CC\C=C/C/C=C\C\C=C/CCCCCCCC(O)=O		Diet											Diet						33375293				"Biomarker based on literature search for: (tomato); Found in foodMASST for: (elk loin, rye, orange leaf, red cabbage, havarti cheese, formula, chantrelle mushroom, organ, cheese, strawberry, brown rice, carrot, cloves, parsley, fuyu persimmon, green lentil, beer mash, berry, spleen, grain_fermented, strawberry jam, pine nut, red chili pepper, provolone, lean, gut, cucumber, wax worm, green sea vegetable, butter, red romaine lettuce, chocolate mint, kava root, yellow squash, Rooibos, cardamom, Pu'er tea, pecorino cheese, timothy grass, grape tomato, tomato sauce, pineapple, turkish fig, coconut, yellow/brown meat, beet, papaya, meat and skin, adzuki bean, rat skin and fur, green olive, banana, midsection dark meat, smoked paprika, white bean, red rice, brown meat, beef fat, saigon cinnamon, pear, semolina, dark meat, black ant, forbidden rice, brussel sprout, bloomy cheese, shiitake mushroom, parmesan cheese, thai eggplant, moriche palm, orzo, long grain brown rice, turkey inner meat, durum wheat, supplement, pea, jack cheese, green curly baby romaine, betel nut, green mung bean, lettuce, rice, thai basil, octopus, mouse feet, silversides, raclette cheese, amaranth, tomato, red meat, dubliner cheese, cacoa, end fin, sunflower seed, intestines, tomato paste, mandarin, pumpkin, plum, sardine, chili pepper, apple, lemon, mouse intestines, cheddar cheese, cowpea, saffron, pepper, lima bean, walnut, shoulder roast, chia, dark red, apricot, seafood, wild rice, animal, salt, red raspberry, ripe black fine truffle, kelp, buckwheat, pitaya, midsection, duck, white skin, betel nut leaf, guada hervida, beef, acai, red chard, spring roll, hay, orange, yeast, skin, cocoa seed, cabbage, head, heart, wheat semolina, complex, mung bean, blue cheese, white sesame seed, spinach, grain/grass, thyme, artichoke, african catfish, lamb, fleshy fruit, prosciutto, mackerel, turkey outer surface, pig back, broccoli, oregano, cranberry bean, rolled oats, pork, flower, smelt, salmon, mouse, night crawler, yogurt_cow, turkey, hearts of palm, black lentil, farro, kalamata, black mung bean, yellow cassava, honey_clover, gouda cheese, mouse skin, yuca, kombucha, tilapia, white fat, lizard tail, washed cheese, salami, napa cabbage, olive, mustard, persian cucumber, turkey fat, vanilla bean, beef tenderloin, laurel, jalapeno pepper, golden flaxseed, mouse body, bacon, horse, meyer lemon, tough meat, lizard body, White tea, cream_cow, watermelon, basil, garlic powder, herb/spice, middle meat, poppy seed, eye, white meat, copohazu, rhubarb, cherry tomato, fatty light meat, pink fat, green bean, Chlamydomonas reinhardtii, shoulder chops, fruit, saurkraut, red radish, asparagus, quinoa, fins, worm, pumpkin blossom, manzanilla olive, red cherry tomato, cricket, vegetable, lizard head, silkworm, cream, tea/infusion, mixed meat, cicerchia, cauliflower, leek, head with eyeball, golden berry, bean, truffle hooked, cashew, duck breast, filet, ostrich jerkey, jasmine white rice, corn, Oolong tea, turkey dark meat, cherry, red lentil, european soldier bean, blue corn, medjool date,pork end cut, manchego cheese, green squash, grasshopper, herring, common bean, basmati rice, jicama, radish, chicken, ham, hemp, long grain white rice, soybean, sesame seed, grapefruit, stilton cheese, lapacho bark, ground cherry, dig, snail, pomelo, satsuma mandarin, brown flaxseed, premature black fine truffle, marchigiana lard, egg_chicken, maitake mushroom, mushroom, honey_macadamia, center meat, feta cheese, anise, mango, trout, black olive, mouse tail, utaka, arborio rice, sparkling water, green pepper, sesame oil, vegetable/herb, kohlrabi, seaweed, cassis, tail meat, bull, bamboo shoot, shrimp, navel orange, cilantro, short grain brown rice, Black tea, nutmeg, red meat with fat, black bean, cream cheese, caper, peanut, pink meat, turkey breast, hemp seed, meat, plant, english pea, pork fat, dill, barley, plantain, pinto bean, steel-cut oats, lizard arm, blueberry, lentil, turmeric, cantelope melon, white peach, lime, wheat bran, pearled farro, macaroni, potato, milk_cow, eggplant, clementine, Green tea, oat, onion, squid, not collected, mouse head, goat cheese, black orca bean, veal, tuna, dark red meat, pelvic fins, zucchini, garbanzo bean, grape, corn husk, black mission fig, bay leaf, chard, eyeball frame, beef short rib, wheat, celery, milk_goat)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-b6482bc1-3703-4d09-99c2-d42753bbd531	Not applicable		2025-01-30T22:29:08.931630	DTOSIQBPPRVQHS-PDBXOOCHSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682986	Alpha-Lipoic Acid	OC(=O)CCCC[C@@H]1CCSS1		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"			562	Escherichia Coli 							Diet; Microbial; Host						20508247	https://www.sciencedirect.com/science/article/pii/S0308814609013557			"Biomarker based on literature search for: (eggs, potato)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-39cb54bb-e86a-44e9-b539-fa1b127812aa	Not applicable		2025-01-30T22:30:24.207990	AGBQKNBQESQNJD-SSDOTTSWSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005739264	alpha-Solanine	C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]34C)O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)N2C1		Diet											Diet							https://www.sciencedirect.com/science/article/pii/S0308814621014679			"Biomarker based on literature search for: (Potato); Found in foodMASST for: (complex,meat, potato chip, plant, potato, eggplant, salt, butter, apricot, turkey, onion, mashed potato)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-fe12dfb2-cfa3-43a6-a3f9-cbd7a59f8d0f	Not applicable		2025-01-30T23:20:39.894225	ZGVSETXHNHBTRK-UDJLNJFBSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135122	Alpha-Tocopherol	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1		Diet											Diet							https://link.springer.com/article/10.1007/s12161-008-9047-y			"Biomarker based on literature search for: (vegetable oil); Found in foodMASST for: (herring, iceberg lettuce, cowpea, leek, tap water, ginger, tomato, cantelope melon, bean, walnut, greek basil, african blue basil, goat cheese, avocado, red beet, cherry tomato, french green, peanut, olive, soybean, durum wheat, sunflower seed, carrot, grapefruit, garbanzo bean, complex, fruit, roma tomato, lemon balm, corn, cucumber, red radish, plant, soda, milk_cow,complex, vitamin E, butter, grain/grass, vein/blood, oat, orange cherry tomato, pumpkin, coffee, chickpea, fleshy fruit, berry, pachino cherry tomato, green lentil, brown flaxseed, mineral, wheat, lemon, cream_cow, grape tomato, strawberry guava, chocolate milk, purple mangosteen)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-d5ba2f7a-78be-41f6-9530-200abf9522d7	Not applicable		2025-01-31T00:31:14.314324	GVJHHUAWPYXKBD-IEOSBIPESA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006117529	Amoxicillin	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O		Diet											Diet						26304353				"Biomarker based on literature search for: (eggs, meat)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-66a6749f-580f-4b8d-89e8-fc4e096d4768	Not applicable		2025-01-30T23:24:02.497230	LSQZJLSUYDQPKJ-NJBDSQKTSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012306856	Anethole	COc1ccc(\C=C\C)cc1		Diet											Diet						27771928				"Biomarker based on literature search for: ( seasonings, ice-creams, candy, alcoholic beverages)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-28123e97-9cc5-4b78-aeb2-d1b1709e7fbc	Not applicable		2025-01-31T00:22:21.315247	RUVINXPYWBROJD-ONEGZZNKSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010106138	Apigenin	Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2		Diet											Diet						31737673				"Biomarker based on literature search for: (vine spinach, celery seed, green celery heart); Found in foodMASST for: (anise, orange leaf, kombucha, mouse tail, tomato,horse, red meat, washed cheese, salami, orange thyme, olive, honey, carrot, persian cucumber, parsley, vanilla bean, globe artichoke, rosemary, vegetable/herb, lavender, mandarin, juniper berry, horse, curly parsley, chili pepper, mouse intestines, basil, Black tea, herb/spice, middle meat, carrot greens, pepper, black bean, african blue basil, green bean, sugarcane, fruit, animal, meat, green bell pepper, asparagus, plant, quinoa, salt, manzanilla olive, Rooibos, chickpea, Pu'er tea, beef, hay, turkish fig, cauliflower, yeast, sumac, bean, greek basil, cashew, buffalo jerkey, complex, Oolong tea, cherry, midsection dark meat, Green tea, grain/grass, red lentil, thyme, artichoke, bok choy, marjoram, sage, miyaki mushroom, garlic, turkey outer surface, brussel sprout, steak, fig, shiitake mushroom, common bean, oregano, basmati rice, jicama, chicken, flower, hemp, salmon, soybean, turkey, lorikeet nectar, supplement, hearts of palm, garbanzo bean, kalamata, oyster mushroom, black mung bean, pole bean, green mung bean, rice, honey_clover, gouda cheese)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-07234304-2323-47eb-a5bc-bb7876a42789	Not applicable		2025-01-30T22:38:13.567075	KZNIFHPLKGYRTM-UHFFFAOYSA-N		No NPAtlas
