FEATURE_ID,NAME_USED,SYNONYMS,INCHIKEY,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
76,Iadademstat,"('Iadademstat', 'N-[(1r,2s)-2-phenylcyclopropyl]-1,4-cyclohexanediamine', 'Trans-n1-((1r,2s)-2-phenylcyclopropyl)cyclohexane-1,4-diamine', 'Iadademstat [inn]', 'Starbld0049467')",ALHBJBCQLJZYON-ZQDZILKHSA-N,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
77,Xl 228,"('Xl 228', 'Exel-2280', 'Ex-a1596', 'S1272')",ALKJNCZNEOTEMP-UHFFFAOYSA-N,[],,['INFO'],['INFO'],['INFO'],['INFO']
78,Mucosta,"('Rebamipide', 'Proamipide', 'Mucosta', 'Rebamipide hydrate', 'Pramipide')",ALLWOAVDORUJLA-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
79,Corvert,"('Ibutilide (fumarate)', 'Ibutilide', 'Corvert', 'Ibutilidum [inn-latin]', 'Ibutilida [inn-spanish]')",ALOBUEHUHMBRLE-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
80,Neostigmine (bromide),"('Neostigmine (bromide)', 'Eustigmin bromide', 'Neoserine bromide', 'Eustigmin', 'Eustigmine')",ALWKGYPQUAPLQC-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
81,Para-aminobenzoic acid,"('Vitamin bx', 'Vitamin h1', 'P-aminobenzoic acid', 'Para-aminobenzoic acid', 'P-carboxyaniline')",,,,"['MEDICAL', 'FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']"
82,Optiray,"('Ioversol', 'Optiray', 'Mp 328', 'Optiray 320', 'Ioversolum [latin]')",AMDBBAQNWSUWGN-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
83,Kanarb,"('Fimasartan', 'Br-a-657', 'Kanarb', 'Fimasartan [inn]', 'Fimasartan (inn)')",AMEROGPZOLAFBN-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
84,Pipequaline,"('Pipequaline', 'Pipequalina', 'Quinoline, 2-phenyl-4-(2-(4-piperidinyl)ethyl)-', 'Quinoline, 2-phenyl-4-[2-(4-piperidinyl)ethyl]-', 'Pipequaline [inn]')",AMEWZCMTSIONOX-UHFFFAOYSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
85,Naratriptan,"('Naratriptan (hydrochloride)', 'Naratriptan', 'N-methyl-2-[3-(1-methylpiperidin-4-yl)-1h-indol-5-yl]ethanesulfonamide', 'N-methyl-2-(3-(1-methylpiperiden-4-yl)indole-5-yl)ethanesulfonamide', 'N-methyl-2-[3-(1-methyl-4-piperidyl)-1h-indol-5-yl]-ethanesulfonamide')",AMKVXSZCKVJAGH-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
86,Cilengitide,"('Cilengitide', 'Cyclo(l-arginylglycyl-l-alpha-aspartyl-d-phenylalanyl-n-methyl-l-valyl)', 'Cyclo(l-arginylglycyl-l-a-aspartyl-d-phenylalanyl-n-methyl-l-valyl)', 'Cilengitide [usan:inn]', 'Cyclo-(arg-gly-asp-dphe-nmeval)')",AMLYAMJWYAIXIA-VWNVYAMZSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
87,Ginkgolide c,"('Ginkgolide c', 'Ginkgolide-c', '(1r,3r,6r,7s,8s,9r,10s,11r,12s,13s,16s,17r)-8-tert-butyl-6,9,12,17-tetrahydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11.03,7.07,11.013,17]nonadecane-5,15,18-trione')",,,,"['MEDICAL', 'FOOD']",['INFO'],"['MEDICAL', 'FOOD']",['FOOD']
88,Ampalex,"('Ampalex', 'Piperidin-1-yl(quinoxalin-6-yl)methanone', 'Cx 516', 'Piperidin-1-yl-quinoxalin-6-yl-methanone', 'Piperidine, 1-(6-quinoxalinylcarbonyl)-')",ANDGGVOPIJEHOF-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
89,Iperten,"('Manidipine (dihydrochloride)', 'Manidipine', 'Franidipine', 'Artedil', 'Iperten')",ANEBWFXPVPTEET-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
90,Glycopyrronium bromide,"('Glycopyrrolate', 'Glycopyrronium (bromide)', 'Glycopyrrolate (bromide)', 'Glycopyrronium', 'Glycopyrronium bromide')",ANGKOCUUWGHLCE-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
91,Baptitoxine,"('Cytisinicline', 'Cytisine', 'Sophorine', 'Baptitoxine', 'Cytiton')",ANJTVLIZGCUXLD-DTWKUNHWSA-N,[],,"['MEDICAL', 'FOOD']",['INFO'],"['MEDICAL', 'FOOD', 'INDUSTRIAL']",['MEDICAL']
92,Iguratimod,"('Iguratimod', 'N-(7-(methylsulfonamido)-4-oxo-6-phenoxy-4h-chromen-3-yl)formamide', 'Careram', 'Kolbet', 'Iremod')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
93,Talniflumate,"('Talniflumate', 'Ba 7602-06', 'Somalgen', 'Lomucin', 'Talniflumato')",ANMLJLFWUCQGKZ-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
94,Bambec,"('Bambuterol hydrochloride', '(±)-bambuterol hydrochloride', 'Bambuterol', 'Bambec', 'Bambuterolum')",ANZXOIAKUNOVQU-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
95,Tocophersolan,"('Tocofersolan', 'α-tocopherol polyethylene glycol 1000 succinate', 'Vitamin e-tpgs', 'Tocophersolan', 'Vitamin e tpgs')",,,,"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
96,Carmofur,"('Carmofur', 'Mifurol', 'Yamaful', 'Carmofurum', 'Carmofur [inn:jan]')",AOCCBINRVIKJHY-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
97,Doxil,"('Doxorubicin (hydrochloride)', 'Hydroxydaunorubicin (hydrochloride)', 'Doxorubicin', 'Adriamycin', 'Doxil')",AOJJSUZBOXZQNB-TZSSRYMLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
98,Ellence,"('Epirubicin (hydrochloride)', 'Epirubicin', 'Epiadriamycin', 'Epidoxorubicin', 'Ellence')",AOJJSUZBOXZQNB-SNFLSGHGSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
99,Orgovyx,"('Relugolix', 'Orgovyx', 'Relugolix [usan:inn]', 'Relugolix (jan/inn)', 'Relugolix(tak-385)')",AOMXMOCNKJTRQP-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
100,Prednisolone (hemisuccinate),"('Prednisolone (hemisuccinate)', 'Prednisolone 21-hemisuccinate', 'Prednisolone succinate', 'Prednisolut', 'Prednisolone bisuccinate')",APGDTXUMTIZLCJ-CGVGKPPMSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
101,Isobutylmethylxanthine,"('Isobutylmethylxanthine', 'Methylisobutylxanthine', 'Xanthine, 3-isobutyl-1-methyl-', 'Methyl-isobutylxanthine', 'Lopac-i-5879')",APIXJSLKIYYUKG-UHFFFAOYSA-N,[],,['MEDICAL'],['INDUSTRIAL'],['INFO'],['INFO']
102,Tryptamine,"('Tryptamine', 'Indol-3-ethylamine', 'Tryptamin', 'Indole, 3-(2-aminoethyl)-', '(amino-2 ethyl)-3 indole')",APJYDQYYACXCRM-UHFFFAOYSA-N,[],,"['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']",['ENDOGENOUS']
103,Fungizone,"('Amphotericin b', 'Amphotericin', 'Amphotericine b', 'Fungizone', 'Amfotericina b')",APKFDSVGJQXUKY-INPOYWNPSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
104,Norethisterone enantate,"('Norethisterone enanthate', 'Norigest', 'Noristerat', 'Norethisterone enantate', 'Norethisterone oenanthate')",APTGJECXMIKIET-WOSSHHRXSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
105,Pirmenol (hydrochloride),"('Pirmenol (hydrochloride)', 'Cl-845', '(±)-pirmenol hydrochlorid', 'Pirmenol (inn)', 'Pirmenol')",APUDBKTWDCXQJA-QIDMFYOTSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
106,Microx,"('Metolazone', 'Zaroxolyn', 'Diulo', 'Mykrox', 'Microx')",AQCHWTWZEMGIFD-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
107,Lorecivivint,"('Adavivint', 'Lorecivivint', 'N-(5-(3-(7-(3-fluorophenyl)-3h-imidazo[4,5-c]pyridin-2-yl)-1h-indazol-5-yl)pyridin-3-yl)-3-methylbutanamide', 'Adavivint (sm04690)', 'N-(5-(3-(7-(3-fluorophenyl)-3h-imidazo(4,5-c)pyridin-2-yl)-1h-indazol-5- yl)-pyridin-3-yl)-3-methylbutanamide')",AQDWDWAYVBQMAM-UHFFFAOYSA-N,[],,['INFO'],['MEDICAL'],['INFO'],['MEDICAL']
108,(r)-2-amino-3-chloropropanoic acid,"('β-chloro-l-alanine', 'β-chloroalanine', '(r)-2-amino-3-chloropropanoic acid', 'Alanine, 3-chloro-', 'Beta-chloro-l-alanine')",ASBJGPTTYPEMLP-REOHCLBHSA-N,[],,['INFO'],['INFO'],['INFO'],['INFO']
109,Ontilyv,"('Opicapone', 'Ongentys', 'Ontilyv', 'Ex-a5000', 'Compound 37d [pmid: 20334432]')",ASOADIZOVZTJSR-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
110,Nitroferricyanide,"('Sodium nitroprusside', 'Ro 21-2498', 'Nitroferricyanide', 'Pentacyanidonitrosylferrate(2-)', 'Iron(4+);nitroxyl;pentacyanide')",,,,['MEDICAL'],['INDUSTRIAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
111,Decernotinib,"('Decernotinib', 'Adelatinib', 'Decernotinib(vx-509)', 'Decernotinib (vx-509)', '(r)-2-((2-(1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-4-yl)amino)-2-methyl-n-(2,2,2-trifluoroethyl)butanamide')",ASUGUQWIHMTFJL-QGZVFWFLSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
112,Aprepitant,"('Aprepitant',)",ATALOFNDEOCMKK-OITMNORJSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
113,Irsogladine,"('Irsogladine', 'Dicloguamine', 'Irsogladine [inn]', 'Irsogladine (inn)', 'Irsogladine, irsogladine maleate')",ATCGGEJZONJOCL-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['MEDICAL']
114,Edecrin,"('Ethacrynic acid', 'Etacrynic acid', 'Ethacrynate', 'Etacrinic acid', 'Edecrin')",AVOLMBLBETYQHX-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
115,Ibipinabant,"('(±)-ibipinabant', '(±)-slv319', '(±)-bms-646256', 'Slv 319', 'Ibipinabant')",AXJQVVLKUYCICH-UHFFFAOYSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
116,Dipiperon,"('Pipamperone', 'Floropipamide', 'Mcn-jr 3345', 'R 3345', 'Dipiperon')",AXKPFOAXAHJUAG-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
117,Uprosertib,"('Uprosertib', 'N-((s)-1-amino-3-(3,4-difluorophenyl)propan-2-yl)-5-chloro-4-(4-chloro-1-methyl-1h-pyrazol-5-yl)furan-2-carboxamide', 'N-[(2s)-1-amino-3-(3,4-difluorophenyl)propan-2-yl]-5-chloro-4-(4-chloro-2-methylpyrazol-3-yl)furan-2-carboxamide', 'Uprosertib [usan:inn]', 'Uprosertib (usan/inn)')",AXTAPYRUEKNRBA-JTQLQIEISA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
118,Florfenicol,"('Florfenicol', 'Nuflor', 'Sch 25298', 'Nuflor gold', 'Threo-2,2-dichloro-n-(alpha-(fluoromethyl)-beta-hydroxy-p-(methylsulfonyl)phenethyl)acetamide')",AYIRNRDRBQJXIF-NXEZZACHSA-N,[],,"['INDUSTRIAL', 'MEDICAL']","['MEDICAL', 'INDUSTRIAL']",['INFO'],['INDUSTRIAL']
119,Mk 3207,"('Mk 3207',)",AZAANWYREOQRFB-SETSBSEESA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
120,Apararenone,"('Apararenone', 'N-(4-(4-fluorophenyl)-2,2-dimethyl-3-oxo-3,4-dihydro-2h-benzo[b][1,4]oxazin-7-yl)methanesulfonamide', 'N-(4-(4-fluorophenyl)-2,2-dimethyl-3-oxo-3,4-dihydro-2h-1,4-benzoxazin-7-yl)methanesulfonamide', 'N-[4-(4-fluorophenyl)-2,2-dimethyl-3-oxo-3,4-dihydro-2h-1,4-benzoxazin-7-yl]methanesulfonamide', 'Apararenone [inn]')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
121,Pf 04457845,"('Pf 04457845', 'N-pyridazin-3-yl-4-[[3-[5-(trifluoromethyl)pyridin-2-yl]oxyphenyl]methylidene]piperidine-1-carboxamide', 'N-pyridazin-3-yl-4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzylidene)piperidine-1-carboxamide', 'N-pyridazin-3-yl-4-[(3-[5-(trifluoromethyl)pyridin-2-yl]oxyphenyl)methylidene]piperidine-1-carboxamide', 'N-(pyridazin-3-yl)-4-[(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenyl)methylidene]piperidine-1-carboxamide')",BATCTBJIJJEPHM-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
122,Lenrispodun,"('Lenrispodun', '(11r,15s)-5-anilino-4-[[4-(6-fluoropyridin-2-yl)phenyl]methyl]-8-methyl-1,3,4,8,10-pentazatetracyclo[7.6.0.02,6.011,15]pentadeca-2,5,9-trien-7-one', '(11r,15s)-4-{[4-(6-fluoropyridin-2-yl)phenyl]methyl}-8-methyl-5-(phenylamino)-1,3,4,8,10-pentaazatetracyclo[7.6.0.02,6.011,15]pentadeca-2,5,9-trien-7-one', 'Lenrispodun [usan]', 'Compound 3 [pmid: 26789933]')",BBIPVJCGIASXJB-PKTZIBPZSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
123,Vfend,"('Voriconazole', 'Vfend', '(2r,3s)-2-(2,4-difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1h-1,2,4-triazol-1-yl)butan-2-ol', 'Voriconazole vfend', 'Uk 109496')",BCEHBSKCWLPMDN-MGPLVRAMSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
124,Tykerb,"('Lapatinib', 'Lapatinib ditosylate', 'Tykerb', 'Lapatinib base', 'Gw 572016')",AZBFJBJXUQUQLF-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
125,Ultravate,"('Halobetasol (propionate)', 'Ulobetasol propionate', 'Ultravate', 'Miracorten', 'Jemdel')",BDSYKGHYMJNPAB-LICBFIPMSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
126,Cabamiquine,"('Cabamiquine', 'M 5717', 'Ex-a3086')",BENUHBSJOJMZEE-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
127,Vonoprazan,"('Vonoprazan', 'Vonoprazan free base', 'Takecab', 'Vonoprazan [inn]', 'Vocinti')",BFDBKMOZYNOTPK-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
128,Chlorotrianisene,"('Chlorotrianisene', 'Chlortrianizen', 'Chlortrianisestrol', 'Chlorotrianisine', 'Chlorestrolo')",BFPSDSIWYFKGBC-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
129,Tafinlar,"('Dabrafenib', 'Tafinlar', 'Dabrafenib (free base)', 'N-(3-(5-(2-aminopyrimidin-4-yl)-2-tert-butylthiazol-4-yl)-2-fluorophenyl)-2,6-difluorobenzenesulfonamide', 'N-(3-(5-(2-aminopyrimidin-4-yl)-2-(tert-butyl)thiazol-4-yl)-2-fluorophenyl)-2,6-difluorobenzenesulfonamide')",BFSMGDJOXZAERB-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
130,Fipexide,"('Fipexide', 'Fipexidum', 'Fipexipa', 'Fipexide [inn:dcf]', 'Fipexidum [inn-latin]')",BFUJHVVEMMWLHC-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
131,Ralfinamide,"('Ralfinamide', 'Priralfinamide', '(s)-2-((4-((2-fluorobenzyl)oxy)benzyl)amino)propanamide', '(2s)-2-[[4-[(2-fluorophenyl)methoxy]phenyl]methylamino]propanamide', '(2s)-2-(4-(2-fluorobenzyloxy)benzylamino)propanamide')",BHJIBOFHEFDSAU-LBPRGKRZSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
132,Alvocidib,"('Flavopiridol', 'Alvocidib', 'L 868275', 'Flavopiridol (alvocidib)', 'Alvocidib freebase')",BIIVYFLTOXDAOV-YVEFUNNKSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
133,Flumatinib,"('Flumatinib', 'Hh-gv678', 'Flumatinib free base', 'Flumbatinib', 'Benzamide, 4-[(4-methyl-1-piperazinyl)methyl]-n-[6-methyl-5-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]-3-pyridinyl]-3-(trifluoromethyl)-')",BJCJYEYYYGBROF-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
134,Macozinone,"('Macozinone', 'Macozinone [inn]', 'Ex-a1013', 'S6549')",BJDZBXGJNBMCAV-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
135,Palifosfamide,"('Palifosfamide', 'Isophosphoramide mustard', 'Ifosfamide mustard', 'Isophosphamide mustard', 'Ifosforamide mustard')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
136,Nubeqa,"('Darolutamide', 'Nubeqa', 'N-((s)-1-(3-(3-chloro-4-cyanophenyl)-1h-pyrazol-1-yl)propan-2-yl)-5-(1-hydroxyethyl)-1h-pyrazole-3-carboxamide', 'N-((s)-1-(3-(3-chloro-4-cyanophenyl)-1h-pyrazol-1-yl)-propan-2-yl)-3-(1-hydroxyethyl)-1h-pyrazole-5-carboxamide', 'Nebeqa (tn)')",BLIJXOOIHRSQRB-PXYINDEMSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
137,Fungistat,"('Terconazole', 'Terazol 3', 'Terazol 7', 'Triaconazole', 'Fungistat')",BLSQLHNBWJLIBQ-OZXSUGGESA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
138,Cg'806; cg-806,"(""Urea, n-(4-(2,3-dihydro-7-(5-methyl-1h-imidazol-2-yl)-1-oxo-1h-isoindol-4-yl)-3-fluorophenyl)-n'-(3-(trifluoromethyl)phenyl)-"", 'Ex-a2932', ""Cg'806; cg-806"")",BOLRZWTVMUHQQU-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
139,Safusidenib,"('Safusidenib', '(2e)-3-(1-{[5-(2-fluoropropan-2-yl)-3-(2,4,6-trichlorophenyl)-1,2-oxazol-4-yl]carbonyl}-3-methyl-1h-indol-4-yl)prop-2-enoic acid', '(e)-3-(1-(5-(2-fluoropropan-2-yl)-3-(2,4,6-trichlorophenyl)isoxazole-4-carbonyl)-3-methyl-1h-indol-4-yl)acrylic acid', 'Safusidenib [inn]', '(2e)-3-(1-{[5-(1,1- difluoroethyl)-3-(2,4,6- trichlorophenyl)-1,2-oxazol-4- yl]carbonyl}-3-methyl-1h- indol-4-yl)prop-2-enoic acid')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
140,Marbocyl,"('Marbofloxacin', 'Zeniquin', 'Marbocyl', 'Marbofloxacine', 'Marbofloxacino [inn-spanish]')",BPFYOAJNDMUVBL-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
141,Erivedge,"('Vismodegib', 'Erivedge', 'Vismodegib (gdc-0449)', 'Hhantag691', 'Erivedge (tn)')",BPQMGSKTAYIVFO-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
142,Crestor,"('Rosuvastatin (calcium)', 'Rosuvastatin hemicalcium', 'Zd 4522 calcium', 'Rosuvastatin', 'Crestor')",BPRHUIZQVSMCRT-YXWZHEERSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
143,Atavaquone,"('Atovaquone', 'Atavaquone', 'Mepron', 'Wellvone', 'Acuvel')",BSJMWHQBCZFXBR-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
144,Cotellic,"('Cobimetinib', 'Cotellic', 'Xl-518', 'Xl 518', 'Rg 7420')",BSMCAPRUBJMWDF-KRWDZBQOSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
145,Amitifadine (hydrochloride),"('Amitifadine (hydrochloride)', 'Amitifadine free base', '(1r,5s)-1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane', '(1r,5s)-1-(3,4-dichlorophenyl)-3-azabicyclo(3.1.0)hexane', 'Amitifadine [usan:inn]')",BSMNRYCSBFHEMQ-KCJUWKMLSA-N,[],,['INFO'],['MEDICAL'],['INFO'],['INFO']
146,"1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane","('1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane',)",BSMNRYCSBFHEMQ-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
147,Bexagliflozin,"('Bexagliflozin', 'Bexagliflozin [usan]', '(2s,3r,4r,5s,6r)-2-(4-chloro-3-(4-(2-cyclopropoxyethoxy)benzyl)phenyl)-6-(hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol', 'Bexagliflozin (usan)', '(2s,3r,4r,5s,6r)-2-[4-chloro-3-[[4-(2-cyclopropyloxyethoxy)phenyl]methyl]phenyl]-6-(hydroxymethyl)oxane-3,4,5-triol')",BTCRKOKVYTVOLU-SJSRKZJXSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
148,Clorgiline,"('Clorgyline hydrochloride', 'Clorgiline', 'Chlorgyline', 'Clorgilinum', 'Clorgilina')",BTFHLQRNAMSNLC-UHFFFAOYSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
149,Radezolid,"('Radezolid', ""N-[[(5s)-3-[2-fluoro-4'-[[(1h-1,2,3-triazol-5-ylmethyl)amino]methyl][1,1'-biphenyl]-4-yl]-2-oxo-5-oxazolidinyl]methyl]acetamide"", 'Rx103', ""(s)-n-((3-(4'-((((1h-1,2,3-triazol-5-yl)methyl)amino)methyl)-2-fluoro-[1,1'-biphenyl]-4-yl)-2-oxooxazolidin-5-yl)methyl)acetamide"", 'N-[[(5s)-3-[3-fluoro-4-[4-[(2h-triazol-4-ylmethylamino)methyl]phenyl]phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide')",BTTNOGHPGJANSW-IBGZPJMESA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
150,Ganaplacide,"('Ganaplacide (hydrochloride)', 'Ganaplacide', 'Ex-a6670', 'Ethanone, 2-amino-1-(2-(4-fluorophenyl)-3-((4-fluorophenyl)amino)-5,6-dihydro-8,8-dimethylimidazo(1,2-a)pyrazin-7(8h)-yl)-')",BUPRVECGWBHCQV-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
151,Brilanestrant,"('Brilanestrant', '(e)-3-(4-((e)-2-(2-chloro-4-fluorophenyl)-1-(1h-indazol-5-yl)but-1-en-1-yl)phenyl)acrylic acid', 'Brilanestrant [usan]', 'Brilanestrant; arn-810', 'Brilanestrant (usan/inn)')",BURHGPHDEVGCEZ-KJGLQBJMSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
152,Clebopride,"('Clebopride (malate)', 'Clebopride', 'Cleboril', ""N-(1'-benzyl-4'-piperidyl)-2-methoxy-4-amino-5-chlorobenzamide"", 'Clebopride malate')",BVPWJMCABCPUQY-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
153,Fosdagrocorat,"('Fosdagrocorat', '(2r,4as,10ar)-4a-benzyl-7-((2-methylpyridin-3-yl)carbamoyl)-2-(trifluoromethyl)-1,2,3,4,4a,9,10,10a-octahydrophenanthren-2-yl dihydrogen phosphate', '[(2r,4as,10ar)-4a-benzyl-7-[(2-methylpyridin-3-yl)carbamoyl]-2-(trifluoromethyl)-1,3,4,9,10,10a-hexahydrophenanthren-2-yl] dihydrogen phosphate', 'Fosdagrocorat [usan:inn]', 'Pf 04171327')",BVXLAHSJXXSWFF-KEKPKEOLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
154,Monistat,"('Miconazole (nitrate)', 'Miconazole', 'Monistat', 'Monistat iv', 'Daktarin iv')",BYBLEWFAAKGYCD-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']",['MEDICAL']
155,Sd 0006,"('Sd 0006', 'Sd 06;sd06', 'Ex-a2504', 'S6502', 'N-(2-hydroxyacetyl)-5-(4-piperidyl)-4-(4-pyrimidinyl)-3-(4-chlorophenyl)pyrazole')",CATQHDWESBRRQA-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
