FEATURE_ID,NAME_USED,SYNONYMS,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
88,Ampalex,"('Ampalex', 'Piperidin-1-yl(quinoxalin-6-yl)methanone', 'Cx 516', 'Piperidin-1-yl-quinoxalin-6-yl-methanone', 'Piperidine, 1-(6-quinoxalinylcarbonyl)-')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
89,Iperten,"('Manidipine (dihydrochloride)', 'Manidipine', 'Franidipine', 'Artedil', 'Iperten')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
90,Glycopyrronium bromide,"('Glycopyrrolate', 'Glycopyrronium (bromide)', 'Glycopyrrolate (bromide)', 'Glycopyrronium', 'Glycopyrronium bromide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
91,Baptitoxine,"('Cytisinicline', 'Cytisine', 'Sophorine', 'Baptitoxine', 'Cytiton')",[],,"['MEDICAL', 'FOOD']",['INFO'],"['MEDICAL', 'FOOD', 'INDUSTRIAL']",['MEDICAL']
92,Iguratimod,"('Iguratimod', 'N-(7-(methylsulfonamido)-4-oxo-6-phenoxy-4h-chromen-3-yl)formamide', 'Careram', 'Kolbet', 'Iremod')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
93,Talniflumate,"('Talniflumate', 'Ba 7602-06', 'Somalgen', 'Lomucin', 'Talniflumato')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
94,Bambec,"('Bambuterol hydrochloride', '(±)-bambuterol hydrochloride', 'Bambuterol', 'Bambec', 'Bambuterolum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
95,Tocophersolan,"('Tocofersolan', 'α-tocopherol polyethylene glycol 1000 succinate', 'Vitamin e-tpgs', 'Tocophersolan', 'Vitamin e tpgs')",[],,"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
96,Carmofur,"('Carmofur', 'Mifurol', 'Yamaful', 'Carmofurum', 'Carmofur [inn:jan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
97,Doxil,"('Doxorubicin (hydrochloride)', 'Hydroxydaunorubicin (hydrochloride)', 'Doxorubicin', 'Adriamycin', 'Doxil')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
98,Ellence,"('Epirubicin (hydrochloride)', 'Epirubicin', 'Epiadriamycin', 'Epidoxorubicin', 'Ellence')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
99,Orgovyx,"('Relugolix', 'Orgovyx', 'Relugolix [usan:inn]', 'Relugolix (jan/inn)', 'Relugolix(tak-385)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
100,Prednisolone (hemisuccinate),"('Prednisolone (hemisuccinate)', 'Prednisolone 21-hemisuccinate', 'Prednisolone succinate', 'Prednisolut', 'Prednisolone bisuccinate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
101,Isobutylmethylxanthine,"('Isobutylmethylxanthine', 'Methylisobutylxanthine', 'Xanthine, 3-isobutyl-1-methyl-', 'Methyl-isobutylxanthine', 'Lopac-i-5879')",[],,['MEDICAL'],['INDUSTRIAL'],['INFO'],['INFO']
102,Tryptamine,"('Tryptamine', 'Indol-3-ethylamine', 'Tryptamin', 'Indole, 3-(2-aminoethyl)-', '(amino-2 ethyl)-3 indole')",[],,"['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']",['ENDOGENOUS']
103,Fungizone,"('Amphotericin b', 'Amphotericin', 'Amphotericine b', 'Fungizone', 'Amfotericina b')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
104,Norethisterone enantate,"('Norethisterone enanthate', 'Norigest', 'Noristerat', 'Norethisterone enantate', 'Norethisterone oenanthate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
105,Pirmenol (hydrochloride),"('Pirmenol (hydrochloride)', 'Cl-845', '(±)-pirmenol hydrochlorid', 'Pirmenol (inn)', 'Pirmenol')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
106,Microx,"('Metolazone', 'Zaroxolyn', 'Diulo', 'Mykrox', 'Microx')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
107,Lorecivivint,"('Adavivint', 'Lorecivivint', 'N-(5-(3-(7-(3-fluorophenyl)-3h-imidazo[4,5-c]pyridin-2-yl)-1h-indazol-5-yl)pyridin-3-yl)-3-methylbutanamide', 'Adavivint (sm04690)', 'N-(5-(3-(7-(3-fluorophenyl)-3h-imidazo(4,5-c)pyridin-2-yl)-1h-indazol-5- yl)-pyridin-3-yl)-3-methylbutanamide')",[],,['INFO'],['MEDICAL'],['INFO'],['MEDICAL']
108,(r)-2-amino-3-chloropropanoic acid,"('β-chloro-l-alanine', 'β-chloroalanine', '(r)-2-amino-3-chloropropanoic acid', 'Alanine, 3-chloro-', 'Beta-chloro-l-alanine')",[],,['INFO'],['INFO'],['INFO'],['INFO']
109,Ontilyv,"('Opicapone', 'Ongentys', 'Ontilyv', 'Ex-a5000', 'Compound 37d [pmid: 20334432]')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
110,Nitroferricyanide,"('Sodium nitroprusside', 'Ro 21-2498', 'Nitroferricyanide', 'Pentacyanidonitrosylferrate(2-)', 'Iron(4+);nitroxyl;pentacyanide')",[],,['MEDICAL'],['INDUSTRIAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
111,Decernotinib,"('Decernotinib', 'Adelatinib', 'Decernotinib(vx-509)', 'Decernotinib (vx-509)', '(r)-2-((2-(1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-4-yl)amino)-2-methyl-n-(2,2,2-trifluoroethyl)butanamide')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
112,Aprepitant,"('Aprepitant',)",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
113,Irsogladine,"('Irsogladine', 'Dicloguamine', 'Irsogladine [inn]', 'Irsogladine (inn)', 'Irsogladine, irsogladine maleate')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['MEDICAL']
114,Edecrin,"('Ethacrynic acid', 'Etacrynic acid', 'Ethacrynate', 'Etacrinic acid', 'Edecrin')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
115,Ibipinabant,"('(±)-ibipinabant', '(±)-slv319', '(±)-bms-646256', 'Slv 319', 'Ibipinabant')",[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
116,Dipiperon,"('Pipamperone', 'Floropipamide', 'Mcn-jr 3345', 'R 3345', 'Dipiperon')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
117,Uprosertib,"('Uprosertib', 'N-((s)-1-amino-3-(3,4-difluorophenyl)propan-2-yl)-5-chloro-4-(4-chloro-1-methyl-1h-pyrazol-5-yl)furan-2-carboxamide', 'N-[(2s)-1-amino-3-(3,4-difluorophenyl)propan-2-yl]-5-chloro-4-(4-chloro-2-methylpyrazol-3-yl)furan-2-carboxamide', 'Uprosertib [usan:inn]', 'Uprosertib (usan/inn)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
118,Florfenicol,"('Florfenicol', 'Nuflor', 'Sch 25298', 'Nuflor gold', 'Threo-2,2-dichloro-n-(alpha-(fluoromethyl)-beta-hydroxy-p-(methylsulfonyl)phenethyl)acetamide')",[],,"['INDUSTRIAL', 'MEDICAL']","['MEDICAL', 'INDUSTRIAL']",['INFO'],['INDUSTRIAL']
119,Mk 3207,"('Mk 3207',)",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
120,Apararenone,"('Apararenone', 'N-(4-(4-fluorophenyl)-2,2-dimethyl-3-oxo-3,4-dihydro-2h-benzo[b][1,4]oxazin-7-yl)methanesulfonamide', 'N-(4-(4-fluorophenyl)-2,2-dimethyl-3-oxo-3,4-dihydro-2h-1,4-benzoxazin-7-yl)methanesulfonamide', 'N-[4-(4-fluorophenyl)-2,2-dimethyl-3-oxo-3,4-dihydro-2h-1,4-benzoxazin-7-yl]methanesulfonamide', 'Apararenone [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
121,Pf 04457845,"('Pf 04457845', 'N-pyridazin-3-yl-4-[[3-[5-(trifluoromethyl)pyridin-2-yl]oxyphenyl]methylidene]piperidine-1-carboxamide', 'N-pyridazin-3-yl-4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzylidene)piperidine-1-carboxamide', 'N-pyridazin-3-yl-4-[(3-[5-(trifluoromethyl)pyridin-2-yl]oxyphenyl)methylidene]piperidine-1-carboxamide', 'N-(pyridazin-3-yl)-4-[(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenyl)methylidene]piperidine-1-carboxamide')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
122,Lenrispodun,"('Lenrispodun', '(11r,15s)-5-anilino-4-[[4-(6-fluoropyridin-2-yl)phenyl]methyl]-8-methyl-1,3,4,8,10-pentazatetracyclo[7.6.0.02,6.011,15]pentadeca-2,5,9-trien-7-one', '(11r,15s)-4-{[4-(6-fluoropyridin-2-yl)phenyl]methyl}-8-methyl-5-(phenylamino)-1,3,4,8,10-pentaazatetracyclo[7.6.0.02,6.011,15]pentadeca-2,5,9-trien-7-one', 'Lenrispodun [usan]', 'Compound 3 [pmid: 26789933]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
123,Vfend,"('Voriconazole', 'Vfend', '(2r,3s)-2-(2,4-difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1h-1,2,4-triazol-1-yl)butan-2-ol', 'Voriconazole vfend', 'Uk 109496')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
124,Tykerb,"('Lapatinib', 'Lapatinib ditosylate', 'Tykerb', 'Lapatinib base', 'Gw 572016')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
125,Ultravate,"('Halobetasol (propionate)', 'Ulobetasol propionate', 'Ultravate', 'Miracorten', 'Jemdel')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
126,Cabamiquine,"('Cabamiquine', 'M 5717', 'Ex-a3086')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
127,Vonoprazan,"('Vonoprazan', 'Vonoprazan free base', 'Takecab', 'Vonoprazan [inn]', 'Vocinti')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
128,Chlorotrianisene,"('Chlorotrianisene', 'Chlortrianizen', 'Chlortrianisestrol', 'Chlorotrianisine', 'Chlorestrolo')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
129,Tafinlar,"('Dabrafenib', 'Tafinlar', 'Dabrafenib (free base)', 'N-(3-(5-(2-aminopyrimidin-4-yl)-2-tert-butylthiazol-4-yl)-2-fluorophenyl)-2,6-difluorobenzenesulfonamide', 'N-(3-(5-(2-aminopyrimidin-4-yl)-2-(tert-butyl)thiazol-4-yl)-2-fluorophenyl)-2,6-difluorobenzenesulfonamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
130,Fipexide,"('Fipexide', 'Fipexidum', 'Fipexipa', 'Fipexide [inn:dcf]', 'Fipexidum [inn-latin]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
131,Ralfinamide,"('Ralfinamide', 'Priralfinamide', '(s)-2-((4-((2-fluorobenzyl)oxy)benzyl)amino)propanamide', '(2s)-2-[[4-[(2-fluorophenyl)methoxy]phenyl]methylamino]propanamide', '(2s)-2-(4-(2-fluorobenzyloxy)benzylamino)propanamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
132,Alvocidib,"('Flavopiridol', 'Alvocidib', 'L 868275', 'Flavopiridol (alvocidib)', 'Alvocidib freebase')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
133,Flumatinib,"('Flumatinib', 'Hh-gv678', 'Flumatinib free base', 'Flumbatinib', 'Benzamide, 4-[(4-methyl-1-piperazinyl)methyl]-n-[6-methyl-5-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]-3-pyridinyl]-3-(trifluoromethyl)-')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
134,Macozinone,"('Macozinone', 'Macozinone [inn]', 'Ex-a1013', 'S6549')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
135,Palifosfamide,"('Palifosfamide', 'Isophosphoramide mustard', 'Ifosfamide mustard', 'Isophosphamide mustard', 'Ifosforamide mustard')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
136,Nubeqa,"('Darolutamide', 'Nubeqa', 'N-((s)-1-(3-(3-chloro-4-cyanophenyl)-1h-pyrazol-1-yl)propan-2-yl)-5-(1-hydroxyethyl)-1h-pyrazole-3-carboxamide', 'N-((s)-1-(3-(3-chloro-4-cyanophenyl)-1h-pyrazol-1-yl)-propan-2-yl)-3-(1-hydroxyethyl)-1h-pyrazole-5-carboxamide', 'Nebeqa (tn)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
137,Fungistat,"('Terconazole', 'Terazol 3', 'Terazol 7', 'Triaconazole', 'Fungistat')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
138,Cg'806; cg-806,"(""Urea, n-(4-(2,3-dihydro-7-(5-methyl-1h-imidazol-2-yl)-1-oxo-1h-isoindol-4-yl)-3-fluorophenyl)-n'-(3-(trifluoromethyl)phenyl)-"", 'Ex-a2932', ""Cg'806; cg-806"")",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
139,Safusidenib,"('Safusidenib', '(2e)-3-(1-{[5-(2-fluoropropan-2-yl)-3-(2,4,6-trichlorophenyl)-1,2-oxazol-4-yl]carbonyl}-3-methyl-1h-indol-4-yl)prop-2-enoic acid', '(e)-3-(1-(5-(2-fluoropropan-2-yl)-3-(2,4,6-trichlorophenyl)isoxazole-4-carbonyl)-3-methyl-1h-indol-4-yl)acrylic acid', 'Safusidenib [inn]', '(2e)-3-(1-{[5-(1,1- difluoroethyl)-3-(2,4,6- trichlorophenyl)-1,2-oxazol-4- yl]carbonyl}-3-methyl-1h- indol-4-yl)prop-2-enoic acid')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
140,Marbocyl,"('Marbofloxacin', 'Zeniquin', 'Marbocyl', 'Marbofloxacine', 'Marbofloxacino [inn-spanish]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
141,Erivedge,"('Vismodegib', 'Erivedge', 'Vismodegib (gdc-0449)', 'Hhantag691', 'Erivedge (tn)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
142,Crestor,"('Rosuvastatin (calcium)', 'Rosuvastatin hemicalcium', 'Zd 4522 calcium', 'Rosuvastatin', 'Crestor')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
143,Atavaquone,"('Atovaquone', 'Atavaquone', 'Mepron', 'Wellvone', 'Acuvel')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
144,Cotellic,"('Cobimetinib', 'Cotellic', 'Xl-518', 'Xl 518', 'Rg 7420')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
145,Amitifadine (hydrochloride),"('Amitifadine (hydrochloride)', 'Amitifadine free base', '(1r,5s)-1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane', '(1r,5s)-1-(3,4-dichlorophenyl)-3-azabicyclo(3.1.0)hexane', 'Amitifadine [usan:inn]')",[],,['INFO'],['MEDICAL'],['INFO'],['INFO']
146,"1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane","('1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane',)",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
147,Bexagliflozin,"('Bexagliflozin', 'Bexagliflozin [usan]', '(2s,3r,4r,5s,6r)-2-(4-chloro-3-(4-(2-cyclopropoxyethoxy)benzyl)phenyl)-6-(hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol', 'Bexagliflozin (usan)', '(2s,3r,4r,5s,6r)-2-[4-chloro-3-[[4-(2-cyclopropyloxyethoxy)phenyl]methyl]phenyl]-6-(hydroxymethyl)oxane-3,4,5-triol')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
148,Clorgiline,"('Clorgyline hydrochloride', 'Clorgiline', 'Chlorgyline', 'Clorgilinum', 'Clorgilina')",[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
149,Radezolid,"('Radezolid', ""N-[[(5s)-3-[2-fluoro-4'-[[(1h-1,2,3-triazol-5-ylmethyl)amino]methyl][1,1'-biphenyl]-4-yl]-2-oxo-5-oxazolidinyl]methyl]acetamide"", 'Rx103', ""(s)-n-((3-(4'-((((1h-1,2,3-triazol-5-yl)methyl)amino)methyl)-2-fluoro-[1,1'-biphenyl]-4-yl)-2-oxooxazolidin-5-yl)methyl)acetamide"", 'N-[[(5s)-3-[3-fluoro-4-[4-[(2h-triazol-4-ylmethylamino)methyl]phenyl]phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
150,Ganaplacide,"('Ganaplacide (hydrochloride)', 'Ganaplacide', 'Ex-a6670', 'Ethanone, 2-amino-1-(2-(4-fluorophenyl)-3-((4-fluorophenyl)amino)-5,6-dihydro-8,8-dimethylimidazo(1,2-a)pyrazin-7(8h)-yl)-')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
151,Brilanestrant,"('Brilanestrant', '(e)-3-(4-((e)-2-(2-chloro-4-fluorophenyl)-1-(1h-indazol-5-yl)but-1-en-1-yl)phenyl)acrylic acid', 'Brilanestrant [usan]', 'Brilanestrant; arn-810', 'Brilanestrant (usan/inn)')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
152,Clebopride,"('Clebopride (malate)', 'Clebopride', 'Cleboril', ""N-(1'-benzyl-4'-piperidyl)-2-methoxy-4-amino-5-chlorobenzamide"", 'Clebopride malate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
153,Fosdagrocorat,"('Fosdagrocorat', '(2r,4as,10ar)-4a-benzyl-7-((2-methylpyridin-3-yl)carbamoyl)-2-(trifluoromethyl)-1,2,3,4,4a,9,10,10a-octahydrophenanthren-2-yl dihydrogen phosphate', '[(2r,4as,10ar)-4a-benzyl-7-[(2-methylpyridin-3-yl)carbamoyl]-2-(trifluoromethyl)-1,3,4,9,10,10a-hexahydrophenanthren-2-yl] dihydrogen phosphate', 'Fosdagrocorat [usan:inn]', 'Pf 04171327')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
154,Monistat,"('Miconazole (nitrate)', 'Miconazole', 'Monistat', 'Monistat iv', 'Daktarin iv')",[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']",['MEDICAL']
155,Sd 0006,"('Sd 0006', 'Sd 06;sd06', 'Ex-a2504', 'S6502', 'N-(2-hydroxyacetyl)-5-(4-piperidyl)-4-(4-pyrimidinyl)-3-(4-chlorophenyl)pyrazole')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
156,Tradipitant,"('Tradipitant', '(2-(1-(3,5-bis(trifluoromethyl)benzyl)-5-(pyridin-4-yl)-1h-1,2,3-triazol-4-yl)pyridin-3-yl)(2-chlorophenyl)methanone', '[2-[1-[[3,5-bis(trifluoromethyl)phenyl]methyl]-5-pyridin-4-yltriazol-4-yl]pyridin-3-yl]-(2-chlorophenyl)methanone', 'Tradipitant [usan:inn]', 'Tradipitant(vly-686)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
157,Rupintrivir,"('Rupintrivir', 'Ruprintrivir', 'Ag 7088', 'Rupintrivir-d4', '(s,e)-ethyl 4-((2r,5s)-2-(4-fluorobenzyl)-6-methyl-5-(5-methylisoxazole-3-carboxamido)-4-oxoheptanamido)-5-((s)-2-oxopyrrolidin-3-yl)pent-2-enoate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
158,Temovate,"('Clobetasol propionate', 'Clobetasol 17-propionate', 'Clobex', 'Dermovate', 'Temovate')",['Personal care'],['PERSONAL CARE'],['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']",['MEDICAL']
159,Bay-87-2243,"('Bay-87-2243', 'Ex-a2031', 'S7309', 'Piperazine, 1-cyclopropyl-4-(4-((5-methyl-3-(3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-1h-pyrazol-1-yl)methyl)-2-pyridinyl)-')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
160,Sb 203580,"('Sb 203580', 'Adezmapimod', 'Pb 203580', 'Kinome_2521', 'Pyridine, 4-(5-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1h-imidazol-4-yl)-')",[],,"['MEDICAL', 'INDUSTRIAL']",['INDUSTRIAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
161,Ripretinib,"('Ripretinib', ""N-{4-bromo-5-[1-ethyl-7-(methylamino)-2-oxo-1,2-dihydro-1,6-naphthyridin-3- yl]-2-fluorophenyl}-n'-phenylurea"", ""Urea, n-[4-bromo-5-[1-ethyl-1,2-dihydro-7-(methylamino)-2-oxo-1,6- naphthyridin-3-yl]-2-fluorophenyl]-n'-phenyl-39-0"", 'Ripretinib free base', 'Ripretinib (dcc-2618)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
162,Duretic,"('Methyclothiazide', 'Enduron', 'Aquatensen', 'Duretic', 'Methyclothiazid')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
163,Capstar,"('Nitenpyram', '(e)-nitenpyram', 'Niterndipoine', 'Bestguard', 'Capstar')",[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['INDUSTRIAL', 'PERSONAL CARE']",['INFO']
164,Omipalisib,"('Omipalisib', 'Omipalisib [usan:inn]', 'Omipalisib (usan/inn)', 'Ex-a003', 'S2658')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
165,Telcagepant,"('Telcagepant', 'Mk 0974', 'Mk 0974, telcagepant', 'N-[(3r,6s)-6-(2,3-difluorophenyl)-2-oxo-1-(2,2,2-trifluoroethyl)azepan-3-yl]-4-(2-oxo-2,3-dihydro-1h-imidazo[4,5-b]pyridin-1-yl)piperidine-1-carboxamide', 'N-[(3r,6s)-6-(2,3-difluorophenyl)-2-oxo-1-(2,2,2-trifluoroethyl)azepan-3-yl]-4-(2-oxo-3h-imidazo[4,5-b]pyridin-1-yl)piperidine-1-carboxamide')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
166,Indocin,"('Indomethacin', 'Indometacin', 'Indocin', 'Indomethacine', 'Indometacine')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
167,Capadenoson,"('Capadenoson', 'Capadenoson [inn]', 'Capadenoson;bay 68-4986', 'Ex-a848')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
168,Diprolene af,"('Betamethasone dipropionate', 'Betamethasone 17,21-dipropionate', 'Diprolene', 'Diprosone', 'Diprolene af')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
169,Mediator,"('Benfluorex (hydrochloride)', 'Benfluorex', 'Benfluramate', 'Mediator', 'Minolip')",[],,['INFO'],['INFO'],['INFO'],['INFO']
170,Fluvoxamine,"('Fluvoxamine (maleate)', 'Fluvoxamine', 'Fluvoxaminum', 'Fluvoxamina', 'Fluvoxaminum [inn-latin]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
171,Loveride,"('Loviride', 'R 89439', 'Loviride [usan:inn:ban]', 'Loveride', 'Alpha-apa')",[],,['MEDICAL'],['INFO'],['INFO'],['INFO']
172,Histacur,"('Clemizole (hydrochloride)', 'Clemizole', 'Histacur', 'Clemizol', 'Histakool')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
173,Cipargamin,"('Cipargamin', ""Spiro[3h-indole-3,1'-[1h]pyrido[3,4-b]indol]-2(1h)-one, 5,7'-dichloro-6'-fluoro-2',3',4',9'-tetrahydro-3'-methyl-, (1'r,3's)-"", ""(3r,3's)-5,7'-dichloro-6'-fluoro-3'-methylspiro[1h-indole-3,1'-2,3,4,9-tetrahydropyrido[3,4-b]indole]-2-one"", ""(1'r,3's)-5,7'-dichloro-6'-fluoro-3'-methyl-2',3',4',9'-tetrahydrospiro[indoline-3,1'-pyrido[3,4-b]indol]-2-one"", 'Cipargamin [inn]')",[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
174,Ferroquine,"('Ferroquine', 'Ferrochloroquine', ""N-(7-chloro-4-quinolyl)-n',n'-dimethyl-2,4-cyclopentadiene-1,2-bismethaneamine"")",[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
175,Mk 1064,"('Mk 1064', 'Urokinase inhibitor 1', 'Ex-a1222', 'S6726', ""(2,2':5',3''-terpyridine)-3'-carboxamide, 5''-chloro-n-((5,6-dimethoxy-2-pyridinyl)methyl)-"")",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
176,Pf 05180999,"('Pf 05180999', 'Compound 30 [pmid: 29293004]', 'Imidazo(5,1-f)(1,2,4)triazine, 4-(1-azetidinyl)-7-methyl-5-(1-methyl-5-(5-(trifluoromethyl)-2-pyridinyl)-1h-pyrazol-4-yl)-')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
177,Clonixic acid,"('Clonixin', 'Clonixic acid', 'Chlonixin', 'Clonixine', 'Sch 10304')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
178,Braftovi,"('Encorafenib', 'Braftovi', 'Encorafenib (lgx818)', 'Methyl n-[(2s)-1-[[4-[3-[5-chloro-2-fluoro-3-(methanesulfonamido)phenyl]-1-propan-2-ylpyrazol-4-yl]pyrimidin-2-yl]amino]propan-2-yl]carbamate', 'Carbamic acid, n-[(1s)-2-[[4-[3-[5-chloro-2-fluoro-3-[(methylsulfonyl)amino]phenyl]-1-(1-methylethyl)-1h-pyrazol-4-yl]-2-pyrimidinyl]amino]-1-methylethyl]-, methyl ester')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
